FID,id,country,latitude,longitude,area_type,sexes,number_males,number_males_deficient,number_females,number_females_deficient,citation,area_size,country_id,malaria_metrics_available
G6PD_Data.1333,1333,Philippines,10.451,122.824,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1334,1334,Philippines,13.148,121.265,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1335,1335,Philippines,10.891,123.061,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1336,1336,Philippines,13.866,124.315,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1337,1337,Philippines,8.581,124.768,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1338,1338,Philippines,15.899,120.582,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1339,1339,Philippines,13.589,124.237,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1340,1340,Philippines,7.682,124.667,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1341,1341,Philippines,6.909,122.068,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1342,1342,Philippines,14.587,120.991,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1343,1343,Philippines,14.587,120.992,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1344,1344,Philippines,14.528,121.075,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1345,1345,Philippines,14.559,121.021,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1346,1346,Philippines,14.468,120.973,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1347,1347,Philippines,14.632,121.032,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1348,1348,Philippines,14.626,121.073,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1349,1349,Philippines,16.883,121.583,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1350,1350,Philippines,14.505,120.996,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1351,1351,Philippines,10.306,123.898,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1352,1352,Philippines,16.043,120.343,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1353,1353,Philippines,14.443,121.039,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1354,1354,Philippines,14.6,121.071,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1355,1355,Philippines,14.684,120.974,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1356,1356,Philippines,10.748,125.012,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1357,1357,Philippines,12.356,123.625,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1358,1358,Philippines,16.317,120.366,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1359,1359,Philippines,16.158,119.979,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1360,1360,Philippines,10.679,122.952,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1361,1361,Philippines,16.783,121.7,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1362,1362,Philippines,18.347,121.646,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1363,1363,Philippines,14.951,120.766,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1364,1364,Philippines,10.5,123.723,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1365,1365,Philippines,15.76,121.561,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1366,1366,Philippines,10.49,123.422,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1367,1367,Philippines,15.927,120.347,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1368,1368,Philippines,17.584,120.383,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1369,1369,Philippines,14.667,120.962,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1370,1370,Philippines,14.676,120.539,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1371,1371,Philippines,18.058,120.553,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1372,1372,Philippines,15.82,120.458,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1373,1373,Philippines,10.684,124.81,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1374,1374,Philippines,16.384,119.893,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1375,1375,Philippines,8.946,125.54,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1376,1376,Philippines,9.126,125.539,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1377,1377,Philippines,17.793,120.449,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1378,1378,Philippines,17.192,120.441,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1379,1379,Philippines,16.94,121.771,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1380,1380,Philippines,14.869,120.465,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1381,1381,Philippines,9.314,123.309,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1382,1382,Philippines,10.833,123.553,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1383,1383,Philippines,18.04,121.685,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1384,1384,Philippines,17.143,121.886,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1385,1385,Philippines,10.698,122.57,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1386,1386,Philippines,7.903,123.772,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1387,1387,Philippines,14.447,120.897,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1388,1388,Philippines,10.305,123.958,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1389,1389,Philippines,18.13,120.579,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1390,1390,Philippines,16.023,120.226,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1391,1391,Philippines,17.551,120.374,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1392,1392,Philippines,15.973,120.57,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1393,1393,Philippines,17.618,121.716,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1394,1394,Philippines,9.947,123.967,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1395,1395,Philippines,10.259,123.842,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1397,1397,Philippines,11.246,125.002,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1398,1398,Philippines,17.373,120.475,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1400,1400,Philippines,10.802,122.975,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1401,1401,Philippines,16.687,121.545,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1402,1402,Philippines,18.565,121.233,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1403,1403,Philippines,14.606,121.029,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1404,1404,Philippines,16.604,120.314,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1405,1405,Philippines,17.117,121.615,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1406,1406,Philippines,15.897,120.631,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1408,1408,Philippines,15.791,120.292,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1409,1409,Philippines,18.051,120.682,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1412,1412,Philippines,14.546,121.004,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1444,1444,Solomon Islands,-7.7782,158.6632,Point,,,,,,"Kuwahata, M., R. Wijesinghe, et al. (2010). ""Population screening for glucose-6-phosphate dehydrogenase deficiencies in Isabel Province, Solomon Islands, using a modified enzyme assay on filter paper dried bloodspots."" Malar J 9: 223.",10,SLB,false
G6PD_Data.1445,1445,Solomon Islands,-7.6451,158.5134,Point,,,,,,"Kuwahata, M., R. Wijesinghe, et al. (2010). ""Population screening for glucose-6-phosphate dehydrogenase deficiencies in Isabel Province, Solomon Islands, using a modified enzyme assay on filter paper dried bloodspots."" Malar J 9: 223.",10,SLB,false
G6PD_Data.1446,1446,Solomon Islands,-7.6652,158.7986,Point,,,,,,"Kuwahata, M., R. Wijesinghe, et al. (2010). ""Population screening for glucose-6-phosphate dehydrogenase deficiencies in Isabel Province, Solomon Islands, using a modified enzyme assay on filter paper dried bloodspots."" Malar J 9: 223.",10,SLB,false
G6PD_Data.1447,1447,Solomon Islands,-7.8494,159.019,Point,,,,,,"Kuwahata, M., R. Wijesinghe, et al. (2010). ""Population screening for glucose-6-phosphate dehydrogenase deficiencies in Isabel Province, Solomon Islands, using a modified enzyme assay on filter paper dried bloodspots."" Malar J 9: 223.",10,SLB,false
G6PD_Data.1448,1448,Solomon Islands,-8.1404,159.5875,Point,,,,,,"Kuwahata, M., R. Wijesinghe, et al. (2010). ""Population screening for glucose-6-phosphate dehydrogenase deficiencies in Isabel Province, Solomon Islands, using a modified enzyme assay on filter paper dried bloodspots."" Malar J 9: 223.",10,SLB,false
G6PD_Data.1449,1449,Solomon Islands,-8.1448,159.5954,Point,,,,,,"Kuwahata, M., R. Wijesinghe, et al. (2010). ""Population screening for glucose-6-phosphate dehydrogenase deficiencies in Isabel Province, Solomon Islands, using a modified enzyme assay on filter paper dried bloodspots."" Malar J 9: 223.",10,SLB,false
G6PD_Data.1450,1450,Solomon Islands,-8.129,159.5387,Point,,,,,,"Kuwahata, M., R. Wijesinghe, et al. (2010). ""Population screening for glucose-6-phosphate dehydrogenase deficiencies in Isabel Province, Solomon Islands, using a modified enzyme assay on filter paper dried bloodspots."" Malar J 9: 223.",10,SLB,false
G6PD_Data.1451,1451,Solomon Islands,-8.0064,159.403,Point,,,,,,"Kuwahata, M., R. Wijesinghe, et al. (2010). ""Population screening for glucose-6-phosphate dehydrogenase deficiencies in Isabel Province, Solomon Islands, using a modified enzyme assay on filter paper dried bloodspots."" Malar J 9: 223.",10,SLB,false
G6PD_Data.1452,1452,Solomon Islands,-8.1205,159.535,Point,,,,,,"Kuwahata, M., R. Wijesinghe, et al. (2010). ""Population screening for glucose-6-phosphate dehydrogenase deficiencies in Isabel Province, Solomon Islands, using a modified enzyme assay on filter paper dried bloodspots."" Malar J 9: 223.",10,SLB,false
G6PD_Data.1505,1505,Sri Lanka,7.1,80.766,Point,,,,,,"Ferdo, W. P. and P. R. Ratnapala (1988). A survey to ascertain the prevalence of G-6-PD enzyme deficiency in Sri Lanka, and its geographical and ethnical distribution, funded by ISTI.",10,LKA,false
G6PD_Data.1453,1453,Solomon Islands,-8.1096,159.5185,Point,,,,,,"Kuwahata, M., R. Wijesinghe, et al. (2010). ""Population screening for glucose-6-phosphate dehydrogenase deficiencies in Isabel Province, Solomon Islands, using a modified enzyme assay on filter paper dried bloodspots."" Malar J 9: 223.",10,SLB,false
G6PD_Data.1502,1502,Sri Lanka,6.4,80.216,Point,,,,,,"Ferdo, W. P. and P. R. Ratnapala (1988). A survey to ascertain the prevalence of G-6-PD enzyme deficiency in Sri Lanka, and its geographical and ethnical distribution, funded by ISTI.",10,LKA,false
G6PD_Data.1500,1500,Sri Lanka,6.717,79.982,Point,,,,,,"Ferdo, W. P. and P. R. Ratnapala (1988). A survey to ascertain the prevalence of G-6-PD enzyme deficiency in Sri Lanka, and its geographical and ethnical distribution, funded by ISTI.",10,LKA,false
G6PD_Data.1454,1454,Solomon Islands,-8.1156,159.1122,Point,,,,,,"Kuwahata, M., R. Wijesinghe, et al. (2010). ""Population screening for glucose-6-phosphate dehydrogenase deficiencies in Isabel Province, Solomon Islands, using a modified enzyme assay on filter paper dried bloodspots."" Malar J 9: 223.",10,SLB,false
G6PD_Data.1455,1455,Solomon Islands,-8.3817,159.5673,Point,,,,,,"Kuwahata, M., R. Wijesinghe, et al. (2010). ""Population screening for glucose-6-phosphate dehydrogenase deficiencies in Isabel Province, Solomon Islands, using a modified enzyme assay on filter paper dried bloodspots."" Malar J 9: 223.",10,SLB,false
G6PD_Data.1456,1456,Solomon Islands,-7.5636,158.4344,Point,,,,,,"Kuwahata, M., R. Wijesinghe, et al. (2010). ""Population screening for glucose-6-phosphate dehydrogenase deficiencies in Isabel Province, Solomon Islands, using a modified enzyme assay on filter paper dried bloodspots."" Malar J 9: 223.",10,SLB,false
G6PD_Data.832,832,Philippines,6.775,125.218,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1457,1457,Solomon Islands,-8.3621,159.8032,Point,,,,,,"Kuwahata, M., R. Wijesinghe, et al. (2010). ""Population screening for glucose-6-phosphate dehydrogenase deficiencies in Isabel Province, Solomon Islands, using a modified enzyme assay on filter paper dried bloodspots."" Malar J 9: 223.",10,SLB,false
G6PD_Data.1458,1458,Solomon Islands,-8.2782,159.5916,Point,,,,,,"Kuwahata, M., R. Wijesinghe, et al. (2010). ""Population screening for glucose-6-phosphate dehydrogenase deficiencies in Isabel Province, Solomon Islands, using a modified enzyme assay on filter paper dried bloodspots."" Malar J 9: 223.",10,SLB,false
G6PD_Data.1459,1459,Solomon Islands,-8.2859,159.5553,Point,,,,,,"Kuwahata, M., R. Wijesinghe, et al. (2010). ""Population screening for glucose-6-phosphate dehydrogenase deficiencies in Isabel Province, Solomon Islands, using a modified enzyme assay on filter paper dried bloodspots."" Malar J 9: 223.",10,SLB,false
G6PD_Data.1509,1509,Sri Lanka,7.417,80.633,Point,,,,,,"Ferdo, W. P. and P. R. Ratnapala (1988). A survey to ascertain the prevalence of G-6-PD enzyme deficiency in Sri Lanka, and its geographical and ethnical distribution, funded by ISTI.",10,LKA,false
G6PD_Data.1460,1460,Solomon Islands,-7.5899,158.6661,Point,,,,,,"Kuwahata, M., R. Wijesinghe, et al. (2010). ""Population screening for glucose-6-phosphate dehydrogenase deficiencies in Isabel Province, Solomon Islands, using a modified enzyme assay on filter paper dried bloodspots."" Malar J 9: 223.",10,SLB,false
G6PD_Data.1461,1461,Solomon Islands,-8.12,159.532,Point,,,,,,"Kuwahata, M., R. Wijesinghe, et al. (2010). ""Population screening for glucose-6-phosphate dehydrogenase deficiencies in Isabel Province, Solomon Islands, using a modified enzyme assay on filter paper dried bloodspots."" Malar J 9: 223.",10,SLB,false
G6PD_Data.1462,1462,Solomon Islands,-8.2,159.65,Point,,,,,,"Kuwahata, M., R. Wijesinghe, et al. (2010). ""Population screening for glucose-6-phosphate dehydrogenase deficiencies in Isabel Province, Solomon Islands, using a modified enzyme assay on filter paper dried bloodspots."" Malar J 9: 223.",10,SLB,false
G6PD_Data.1463,1463,Solomon Islands,-8.3964,159.6647,Point,,,,,,"Kuwahata, M., R. Wijesinghe, et al. (2010). ""Population screening for glucose-6-phosphate dehydrogenase deficiencies in Isabel Province, Solomon Islands, using a modified enzyme assay on filter paper dried bloodspots."" Malar J 9: 223.",10,SLB,false
G6PD_Data.1464,1464,Solomon Islands,-8.1519,159.6061,Point,,,,,,"Kuwahata, M., R. Wijesinghe, et al. (2010). ""Population screening for glucose-6-phosphate dehydrogenase deficiencies in Isabel Province, Solomon Islands, using a modified enzyme assay on filter paper dried bloodspots."" Malar J 9: 223.",10,SLB,false
G6PD_Data.1465,1465,Solomon Islands,-7.848,158.7353,Point,,,,,,"Kuwahata, M., R. Wijesinghe, et al. (2010). ""Population screening for glucose-6-phosphate dehydrogenase deficiencies in Isabel Province, Solomon Islands, using a modified enzyme assay on filter paper dried bloodspots."" Malar J 9: 223.",10,SLB,false
G6PD_Data.1466,1466,Solomon Islands,-8.156,159.6206,Point,,,,,,"Kuwahata, M., R. Wijesinghe, et al. (2010). ""Population screening for glucose-6-phosphate dehydrogenase deficiencies in Isabel Province, Solomon Islands, using a modified enzyme assay on filter paper dried bloodspots."" Malar J 9: 223.",10,SLB,false
G6PD_Data.1467,1467,Solomon Islands,-8.0929,159.5243,Point,,,,,,"Kuwahata, M., R. Wijesinghe, et al. (2010). ""Population screening for glucose-6-phosphate dehydrogenase deficiencies in Isabel Province, Solomon Islands, using a modified enzyme assay on filter paper dried bloodspots."" Malar J 9: 223.",10,SLB,false
